loss,mape,val_loss,val_mape
0.1568724811077118,101.56736755371094,0.15951882302761078,99.74292755126953
0.1588146835565567,99.93220520019531,0.15951882302761078,99.74292755126953
0.1517658829689026,1990.3173828125,0.15941043198108673,98.53016662597656
0.07518405467271805,43475.5,0.020014287903904915,187279.796875
0.01336844451725483,39.742095947265625,0.02096462808549404,1061.91357421875
0.009051429107785225,10232.4462890625,0.00330728548578918,82477.0859375
0.007085511460900307,24138.375,0.003022711491212249,92252.8046875
0.005785956513136625,15257.57421875,0.012903268449008465,20987.076171875
0.005620860494673252,22297.548828125,0.0035884289536625147,65284.45703125
0.005398487206548452,21417.345703125,0.0062543428502976894,51950.09765625
0.004808258730918169,22701.205078125,0.0027760372031480074,83230.28125
0.005092476028949022,26033.197265625,0.0038150595501065254,110657.1484375
0.004620392341166735,22992.359375,0.003547221887856722,106543.6015625
0.004534329753369093,21336.349609375,0.0029306053183972836,67343.7890625
0.004328524228185415,15283.5908203125,0.0028186175040900707,81885.484375
0.004507392179220915,23202.61328125,0.004147660452872515,63793.76953125
0.0042213681153953075,28922.12890625,0.0037507314700633287,104229.3125
0.004284012131392956,23190.541015625,0.002754165092483163,73789.2109375
0.004217169713228941,29578.02734375,0.003294506808742881,101993.5546875
0.0041505806148052216,22321.861328125,0.0039051915518939495,69195.375
0.004134908318519592,26879.078125,0.0028370260260999203,112463.1640625
0.0039843725971877575,20836.947265625,0.003173638368025422,86731.7109375
0.00407309178262949,21393.42578125,0.0031790444627404213,67621.703125
0.0038254105020314455,20767.298828125,0.002720327116549015,75929.2265625
0.003908575978130102,25579.24609375,0.0030128646176308393,84493.859375
0.003834109054878354,19921.12109375,0.0027672701980918646,90840.21875
0.003962842281907797,19283.498046875,0.0033335741609334946,58736.671875
0.0037434296682476997,22225.408203125,0.0027507427148520947,75061.0078125
0.0036791632883250713,20107.341796875,0.005026625003665686,69638.8125
0.0038395558949559927,25227.5625,0.003462152788415551,81465.2734375
0.0037833410315215588,19804.763671875,0.002760023809969425,48365.90234375
0.003826851025223732,21595.53125,0.004093953408300877,69113.875
0.0036492538638412952,24099.77734375,0.003068401711061597,65471.3125
0.003657622030004859,21136.0859375,0.00278731738217175,92896.1640625
0.0037257112562656403,25115.13671875,0.0030518861021846533,80543.828125
0.0035695754922926426,19907.39453125,0.004431052599102259,103376.1328125
0.0035778337623924017,25316.640625,0.0028509118128567934,92695.359375
0.0036299186758697033,24123.373046875,0.003653285326436162,96310.5625
0.003553719026967883,22019.03125,0.002938473829999566,79188.390625
0.003611411899328232,22442.935546875,0.0029551698826253414,46841.0703125
0.0035135182552039623,25524.873046875,0.0032248208299279213,76029.0
0.0036162210162729025,26195.966796875,0.003307539504021406,71112.1875
0.003439962165430188,24070.658203125,0.0028445092029869556,98257.1953125
0.003580129938200116,17125.048828125,0.0029179106932133436,81590.4609375
0.003476975718513131,20471.208984375,0.0027741119265556335,86170.984375
0.0034902524203062057,25577.26171875,0.004640898667275906,105874.125
0.00346894608810544,25518.640625,0.0030009488109499216,34165.57421875
0.0035249013453722,20041.34765625,0.0027793084736913443,94746.578125
0.0033672433346509933,29824.21875,0.002768957754597068,91976.6796875
0.003444706555455923,18231.634765625,0.0031220270320773125,110518.109375
0.003447584807872772,22667.794921875,0.002723834477365017,71313.984375
0.0034843783359974623,24503.322265625,0.0027752358000725508,65451.8359375
0.0034520833287388086,26391.69140625,0.0028305596206337214,56915.84765625
0.0034196891356259584,13971.55078125,0.0028222398832440376,104445.9765625
0.0033805309794843197,24342.0546875,0.0028230096213519573,64702.83984375
0.0033169840462505817,25573.48046875,0.004283141810446978,120665.984375
0.00338423578068614,17052.662109375,0.0028186922427266836,88661.6796875
0.0033652870915830135,27849.73046875,0.002884341636672616,73307.9453125
0.003314131172373891,21377.853515625,0.002756209811195731,58767.3671875
0.003372341161593795,26762.74609375,0.002835205988958478,89977.5703125
0.003332424908876419,18411.203125,0.002709070686250925,60429.79296875
0.003241776255890727,22121.89453125,0.0029976307414472103,105884.8125
0.0032886380795389414,28674.796875,0.0029657313134521246,48114.78125
0.0034133330918848515,22329.263671875,0.002896494697779417,65356.2109375
0.00337876845151186,17905.8125,0.0029298386070877314,29335.591796875
0.0032623482402414083,24986.365234375,0.0028630008455365896,77264.8359375
0.0032363394275307655,24367.08203125,0.002876232611015439,76986.7890625
0.0031896266154944897,21991.134765625,0.003926591947674751,146109.078125
0.0033275755122303963,18412.7421875,0.002838255139067769,77416.3515625
0.003327226033434272,21866.0,0.0028149124700576067,50348.3203125
0.0033250197302550077,28774.93359375,0.002899446291849017,38434.83984375
0.00321602332405746,31859.810546875,0.0027297979686409235,74005.5234375
0.003252612426877022,26601.14453125,0.0035703377798199654,117707.8359375
0.003246455220505595,23336.193359375,0.0028199299704283476,52826.75390625
0.003195124212652445,15650.7578125,0.0030712324660271406,55218.7265625
0.003189405193552375,18728.7421875,0.0028089031111449003,98135.46875
0.003187778638675809,23225.525390625,0.0027437780518084764,64516.27734375
0.0032452570740133524,19597.671875,0.0034775794483721256,71740.828125
0.0031205620616674423,24616.296875,0.002845397684723139,61725.98046875
0.0032275288831442595,21868.55078125,0.0028883428312838078,76745.015625
0.0032366267405450344,15059.125,0.002800141926854849,109273.765625
0.0031395391561090946,15725.84765625,0.0029714840929955244,64624.89453125
0.0031406767666339874,22689.896484375,0.002810817677527666,92415.4453125
0.003220192389562726,33488.46484375,0.0029612304642796516,92466.171875
0.0032108803279697895,29375.90625,0.002925695152953267,34957.60546875
0.0032197197433561087,18758.287109375,0.0027684373781085014,79025.40625
0.0031814174726605415,22532.888671875,0.0028387608472257853,110032.7109375
0.0031189792789518833,19403.611328125,0.0027938829734921455,85463.1171875
0.003187641967087984,25520.27734375,0.002749418141320348,47459.00390625
0.0030879012774676085,17315.095703125,0.002727482235059142,64097.02734375
0.0031451608520001173,18167.900390625,0.0027122418396174908,56371.15625
0.0031083556823432446,28019.759765625,0.002944346284493804,95751.71875
0.003167449962347746,33286.484375,0.0031882748007774353,78729.078125
0.0031053670682013035,23332.685546875,0.0028243763372302055,62951.04296875
0.0031726746819913387,26494.126953125,0.002747921273112297,73142.6875
0.00306683755479753,23310.537109375,0.003047375474125147,12844.2958984375
0.003171412507072091,20424.53515625,0.0028184265829622746,48906.19921875
0.0030733169987797737,21511.154296875,0.002853468991816044,82450.0234375
0.0031161473598331213,27094.056640625,0.0031236126087605953,102180.2890625
0.0030321807134896517,22312.748046875,0.0028519462794065475,97600.6875
0.003095823572948575,17031.28515625,0.0027549462392926216,94787.3828125
0.0031000401359051466,15280.9521484375,0.0029737602453678846,54403.8203125
0.0031126730609685183,20563.890625,0.002851976780220866,15111.0322265625
0.003052945714443922,15633.4140625,0.0031188675202429295,84630.7421875
0.003121250309050083,18161.88671875,0.0027733088936656713,46274.84765625
0.0030581902246922255,22744.578125,0.002875971607863903,44519.24609375
0.0030890873167663813,19496.462890625,0.0028255991637706757,98748.125
0.0030389910098165274,22869.56640625,0.0028673408087342978,101673.8203125
0.0030592733528465033,23067.95703125,0.002836099360138178,14520.92578125
0.003043612465262413,17131.677734375,0.0029756114818155766,116926.046875
0.003108162200078368,20294.140625,0.0026835184544324875,70087.4375
0.003039362607523799,28685.71484375,0.0030169389210641384,96070.984375
0.003063916927203536,16942.34375,0.003351982217282057,108956.8984375
0.0030677015893161297,20351.328125,0.002879696898162365,66282.53125
0.003010958433151245,17092.046875,0.002727725775912404,90643.5234375
0.00304019870236516,19746.0703125,0.0028177606873214245,89269.234375
0.003046936122700572,18133.025390625,0.002859927713871002,97718.8984375
0.0030051241628825665,19802.623046875,0.002722127828747034,83840.265625
0.0030448317993432283,16214.4892578125,0.00279667298309505,111497.5703125
0.0030323544051498175,26691.4140625,0.003182163927704096,79960.0625
0.003051348961889744,21242.765625,0.002697900403290987,82069.546875
0.0029994610231369734,14503.4384765625,0.0026922847609966993,76013.296875
0.0029958912637084723,25643.578125,0.002872027922421694,34572.703125
0.003010874381288886,19701.7734375,0.003099369816482067,105031.15625
0.0030002116691321135,17735.146484375,0.002740518655627966,94916.421875
0.003024281468242407,19358.40234375,0.002694936003535986,52763.16015625
0.0030164248310029507,26695.0390625,0.0028074414003640413,25887.140625
0.0029985359869897366,26522.869140625,0.0027026329189538956,60176.02734375
0.002982405247166753,6698.46923828125,0.002673930488526821,74551.2578125
0.0029492820613086224,33829.24609375,0.0026908833533525467,60265.140625
0.003009786829352379,18791.3828125,0.003256766125559807,113814.703125
0.002976119052618742,25854.51953125,0.002857249928638339,67943.1015625
0.0030048037879168987,20455.408203125,0.002782055176794529,64705.87109375
0.003004624741151929,18757.337890625,0.0027128816582262516,60784.64453125
0.0029886607080698013,19409.33203125,0.002694748342037201,39002.375
0.0030194693244993687,16376.39453125,0.002747660968452692,52106.45703125
0.0029962128028273582,26082.720703125,0.002878510160371661,78258.6796875
0.0029358204919844866,26086.349609375,0.0026851308066397905,70686.546875
0.0029372810386121273,22033.22265625,0.003267293330281973,100182.8828125
0.002962504280731082,9184.2822265625,0.0027986736968159676,13476.328125
0.002983490936458111,23168.33203125,0.0027488500345498323,61924.328125
0.002985847881063819,18118.81640625,0.002717947820201516,74069.2109375
0.0030122087337076664,22501.6328125,0.002670122077688575,61672.515625
0.0029839740600436926,18223.607421875,0.002754555782303214,71857.7890625
0.0029455709736794233,15441.88671875,0.0027873595245182514,43634.4765625
0.0029369830153882504,24405.021484375,0.0027120201848447323,57189.51171875
0.002956743584945798,34907.88671875,0.0030161405447870493,88532.3828125
0.0029281016904860735,17637.912109375,0.0027549026999622583,95114.9375
0.0029403120279312134,34814.12890625,0.0028593093156814575,28372.6015625
0.0029498019721359015,26465.58984375,0.0027127848006784916,58423.1875
0.0029455292969942093,16242.8515625,0.002791828941553831,60852.53125
0.0029560583643615246,25247.552734375,0.0027943949680775404,90950.4375
0.002987082116305828,11032.693359375,0.0027309684082865715,45127.7890625
0.002960080746561289,9692.083984375,0.0027655111625790596,51640.79296875
0.0029559123795479536,14498.3466796875,0.0028981887735426426,73608.1171875
0.0029324477072805166,13394.0986328125,0.002817372791469097,19441.525390625
0.0029116934165358543,31628.029296875,0.0029232490342110395,63200.6171875
0.002976801013574004,25668.677734375,0.0032054935581982136,109681.53125
0.002973704133182764,18683.326171875,0.0026889131404459476,79650.8046875
0.002956903073936701,16033.87890625,0.002702343976125121,27724.162109375
0.002965728985145688,23798.064453125,0.0026925879064947367,33685.265625
0.002922456944361329,22484.587890625,0.002907533897086978,101368.03125
0.0029909785371273756,21903.11328125,0.002769158221781254,57881.59765625
0.002914926502853632,22551.984375,0.0030415768269449472,20252.380859375
0.002936198376119137,19442.095703125,0.0027173853013664484,35004.84375
0.002911853604018688,15877.6474609375,0.002681531710550189,87208.359375
0.0029823733493685722,19833.853515625,0.002987626241520047,90519.1640625
0.00292418641038239,14778.810546875,0.0028363254386931658,60945.859375
0.0029196294490247965,26661.017578125,0.0027485000900924206,74753.765625
0.0029468704015016556,29848.474609375,0.0032924115657806396,80855.2265625
0.0029659043066203594,22798.2578125,0.002838750835508108,6048.083984375
0.0029450266156345606,21091.138671875,0.0027664247900247574,69711.1953125
0.0029608742333948612,21525.412109375,0.0026816334575414658,48651.8984375
0.0028947789687663317,25565.712890625,0.0026791307609528303,69421.7109375
0.0029295834247022867,15905.603515625,0.0027621896006166935,97726.984375
0.0028844994958490133,14715.474609375,0.0027707319241017103,61711.66015625
0.002897197613492608,34340.84765625,0.00288862525485456,61235.17578125
0.002894342178478837,12061.2001953125,0.00284289731644094,76483.5390625
0.0028760069981217384,24457.552734375,0.0026725123170763254,49447.87109375
0.0029237286653369665,18037.98046875,0.0027555665001273155,81972.1015625
0.002918781014159322,17101.966796875,0.002653552917763591,69365.6484375
0.002921722363680601,34427.14453125,0.0031511615961790085,82507.484375
0.0028926325030624866,13397.4892578125,0.002643571700900793,69621.7109375
0.002913677366450429,19683.203125,0.0027524379547685385,80047.8125
0.0028977927286177874,12136.2763671875,0.0026599671691656113,45583.98046875
0.0029293892439454794,18302.845703125,0.003056225134059787,77162.40625
0.0028794428799301386,32854.23046875,0.0026960093528032303,32795.46875
0.002914190059527755,26519.369140625,0.0026934747584164143,30664.095703125
0.00288480706512928,21562.15625,0.00270271603949368,49102.58984375
0.002876721089705825,16858.41015625,0.002651224611327052,51081.7734375
0.002961062593385577,22454.5859375,0.003144733142107725,52805.484375
0.00288572465069592,20242.076171875,0.0026362536009401083,65756.6484375
0.0029165055602788925,24874.947265625,0.002925716806203127,80299.296875
0.0028938872274011374,23003.541015625,0.003091141115874052,109356.5
0.00294015952385962,22544.962890625,0.0026715619023889303,70057.1328125
0.0028956569731235504,15476.3095703125,0.0031610503792762756,111450.734375
0.0029493356123566628,24350.79296875,0.002743631601333618,67134.03125
0.0029159970581531525,19041.015625,0.0026672964449971914,46322.2890625
0.0028899889439344406,23016.912109375,0.0026932558976113796,77135.34375
0.0029045974370092154,24702.6796875,0.0026370452251285315,78684.390625
0.002892927033826709,37270.875,0.002930311718955636,54999.5078125
0.002900378778576851,24982.921875,0.0027132246177643538,35973.6796875
0.0029658437706530094,17874.11328125,0.003477035788819194,130658.25
0.0028884222265332937,19553.67578125,0.0026797170285135508,48771.453125
0.002937688957899809,26135.888671875,0.002636610297486186,67471.90625
0.002885763766244054,23435.501953125,0.002760702045634389,71257.453125
0.0029245575424283743,18890.43359375,0.0027134523261338472,38312.4921875
0.0028946613892912865,14515.29296875,0.0026397849433124065,63299.25
0.002884909510612488,27031.875,0.002903945045545697,27770.93359375
0.0029168124310672283,13235.6201171875,0.0026220257859677076,69664.3515625
0.0028981466311961412,20601.0078125,0.0026647804770618677,70876.7265625
0.00288843410089612,15286.326171875,0.0027218018658459187,84011.03125
0.0029082060791552067,17632.296875,0.002652394352480769,43363.64453125
0.0029215889517217875,13170.6328125,0.0026774590369313955,41887.76953125
0.002851934405043721,22929.6015625,0.002792655024677515,75637.296875
0.0029320286121219397,27003.978515625,0.0027312934398651123,54777.03515625
0.0028358742129057646,15454.3564453125,0.002642323961481452,35723.2421875
0.0028782503213733435,19973.423828125,0.0028424288611859083,22.245847702026367
0.002895588055253029,18704.673828125,0.002956618322059512,87140.1328125
0.002880590735003352,25234.240234375,0.0027100914157927036,49785.55078125
0.0028796244878321886,13144.9541015625,0.002915625926107168,102069.0
0.002891248557716608,26331.6171875,0.0026989963371306658,54194.12890625
0.0029161402489989996,22843.578125,0.002638355828821659,50855.7109375
0.002834850922226906,30131.125,0.0032611109782010317,111873.765625
0.002894567558541894,25968.939453125,0.002663333434611559,31675.89453125
0.0029166538733989,21605.6796875,0.0026508383452892303,66307.7421875
0.0028950071427971125,32644.484375,0.002784106181934476,114802.5625
0.002873455872759223,7770.3955078125,0.002771934727206826,90663.359375
0.002874863799661398,22113.5546875,0.0028024096973240376,39228.2890625
0.002894400618970394,19210.509765625,0.0026600759010761976,41207.984375
0.0028934250585734844,22108.548828125,0.0029716179706156254,67773.265625
0.0028748156037181616,29572.78125,0.0026669465005397797,64716.6640625
0.00288011459633708,9902.904296875,0.002721737138926983,90541.9765625
0.0029180673882365227,27286.2109375,0.0029568634927272797,85164.7890625
0.0029036717023700476,18705.962890625,0.002686644671484828,22980.123046875
0.002876459853723645,21397.77734375,0.0026340335607528687,38455.0
0.002925482112914324,22721.779296875,0.0026429754216223955,54843.64453125
